bucket,path,clicks,impressions,ctr,position
"School Profiles (/schools/*)","/schools/navarro-college-corsicana-corsicana-4607fb4b",0,15,0.00,9.5
"School Profiles (/schools/*)","/schools/og-s-school-of-hair-design-killeen-a3d49462",0,15,0.00,11.4
"School Profiles (/schools/*)","/schools/ogle-school-beauty-and-cosmetology-houston-stafford-houston-72edfcd2",0,15,0.00,8.3
"School Profiles (/schools/*)","/schools/sharkey-s-cuts-for-kids-sugar-land-sugar-land-465f88fe",0,15,0.00,9.5
"School Profiles (/schools/*)","/schools/south-texas-barber-college-corpus-christi-31bf9dee",0,15,0.00,23.7
"School Profiles (/schools/*)","/schools/southern-careers-institute-san-antonio-4533fade",0,15,0.00,8.9
"School Profiles (/schools/*)","/schools/texas-barber-college-dallas-cd536d9e",0,15,0.00,8.7
"School Profiles (/schools/*)","/schools/joshua-isd-tx-16cf5ef7",2,14,14.29,6.2
"School Profiles (/schools/*)","/schools/vietnamese-american-beauty-college-pflugerville-e1ea625a",1,14,7.14,8.5
"School Profiles (/schools/*)","/schools/waxahachie-high-school-waxahachie-6eafad8d",1,14,7.14,8.9
"Insight Articles (/insights/*)","/insights/highest-paying-barbershops-houston",0,14,0.00,7.8
"School Profiles (/schools/*)","/schools/abc-beauty-academy-richardson-1847911c",0,14,0.00,9.6
"School Profiles (/schools/*)","/schools/allgood-beauty-institute-llc-frisco-5eaffdfd",0,14,0.00,7.4
"School Profiles (/schools/*)","/schools/bevelle-barber-school-austin-79d50c62",0,14,0.00,8.1
"School Profiles (/schools/*)","/schools/central-texas-beauty-college-temple-d95dd01e",0,14,0.00,30.2
"School Profiles (/schools/*)","/schools/cisco-college-cosmetology-and-barber-hawley-499a56af",0,14,0.00,7.9
"School Profiles (/schools/*)","/schools/clarendon-college-clarendon-ea2bce35",0,14,0.00,8.2
"School Profiles (/schools/*)","/schools/coursemax-pflugerville-c5754011",0,14,0.00,7.3
"School Profiles (/schools/*)","/schools/exposito-school-of-hair-design-amarillo-c155bdde",0,14,0.00,7.1
"School Profiles (/schools/*)","/schools/hairology-institute-of-cosmetology-san-antonio-3069de97",0,14,0.00,16.6
"School Profiles (/schools/*)","/schools/icon-school-of-barbering-llc-houston-4bbba1ad",0,14,0.00,5.0
"School Profiles (/schools/*)","/schools/t-c-p-beauty-college-tx-c2acc22a",0,14,0.00,12.8
"School Profiles (/schools/*)","/schools/the-barber-education-academy-inc-laredo-1e815f84",0,14,0.00,7.5
"School Profiles (/schools/*)","/schools/weatherford-college-weatherford-747553bd",0,14,0.00,8.6
"School Profiles (/schools/*)","/schools/windham-school-district-huntsville-e23c3594",0,14,0.00,9.5
"School Profiles (/schools/*)","/schools/keller-center-for-advanced-keller-179ed02e",2,13,15.38,6.1
"School Profiles (/schools/*)","/schools/ala-beauty-academy-duncanville-dbde61c9",0,13,0.00,7.5
"School Profiles (/schools/*)","/schools/amore-beauty-academy-garland-6ebebff8",0,13,0.00,9.1
"School Profiles (/schools/*)","/schools/avencia-beauty-academy-dallas-4d0b0929",0,13,0.00,6.2
"School Profiles (/schools/*)","/schools/fade-fellas-barber-school-llc-carrollton-2d3661bb",0,13,0.00,12.7
"School Profiles (/schools/*)","/schools/huntsville-hs-cosmetology-huntsville-d4a52149",0,13,0.00,10.0
"School Profiles (/schools/*)","/schools/modern-barber-college-houston-ec3c18c4",0,13,0.00,18.8
"School Profiles (/schools/*)","/schools/ogle-school-beauty-and-cosmetology-houston-stafford-sugar-land-e9a3d910",0,13,0.00,8.8
"School Profiles (/schools/*)","/schools/olvera-cosmetology-and-barber-academy-llc-farmersville-c813fd8a",0,13,0.00,7.2
"School Profiles (/schools/*)","/schools/pearland-s-innovative-school-of-beauty-of-silverlake-pearland-2ad734f8",0,13,0.00,7.8
"School Profiles (/schools/*)","/schools/port-neches-groves-high-port-neches-0fc88447",0,13,0.00,1.3
"School Profiles (/schools/*)","/schools/r-c-beauty-college-pflugerville-d6d0609e",0,13,0.00,9.8
"School Profiles (/schools/*)","/schools/radiant-academy-llc-fort-worth-21155525",0,13,0.00,6.8
"School Profiles (/schools/*)","/schools/regency-beauty-institute-arlington-arlington-3bd5e296",0,13,0.00,37.6
"School Profiles (/schools/*)","/schools/sinclair-s-career-cosmetology-school-fort-worth-e30e1ba3",0,13,0.00,8.2
"School Profiles (/schools/*)","/schools/the-professional-cosmetology-academy-laredo-c33822c1",0,13,0.00,9.4
"School Profiles (/schools/*)","/schools/vista-college-beaumont-beaumont-043d3dab",0,13,0.00,13.8
"School Profiles (/schools/*)","/schools/galaxy-beauty-school-llc-richardson-aa385ebf",2,12,16.67,3.1
"School Profiles (/schools/*)","/schools/mc-kinney-high-school-mckinney-5f684986",2,12,16.67,7.2
"School Profiles (/schools/*)","/schools/lala-blush-medical-tattooing-clinic-medspa-pflugerville-f4dc0e2c",1,12,8.33,7.3
"School Profiles (/schools/*)","/schools/a-touch-of-class-manicure-school-llc-houston-10a28334",0,12,0.00,7.3
"School Profiles (/schools/*)","/schools/abc-beauty-academy-financial-aids-is-available-for-those-who-qualify-garland-d2f7a570",0,12,0.00,5.5
"School Profiles (/schools/*)","/schools/academy-of-hair-design-lufkin-c7578b15",0,12,0.00,33.3
"School Profiles (/schools/*)","/schools/alliance-barber-academy-llc-brownsville-259afe95",0,12,0.00,7.9
"School Profiles (/schools/*)","/schools/baytown-beauty-barber-college-baytown-ff621ab5",0,12,0.00,9.3
"School Profiles (/schools/*)","/schools/brighton-barber-institute-dallas-346881a3",0,12,0.00,11.4
"School Profiles (/schools/*)","/schools/cortiva-institute-arlington-418573b8",0,12,0.00,9.3
"School Profiles (/schools/*)","/schools/d-luz-beauty-academy-inc-houston-2b8861d1",0,12,0.00,5.5
"School Profiles (/schools/*)","/schools/dfw-lash-university-carrollton-a1352d6b",0,12,0.00,33.1
"School Profiles (/schools/*)","/schools/lash-rx-dallas-8987e117",0,12,0.00,10.3
"School Profiles (/schools/*)","/schools/lit-cypress-mauriceville-h-s-orange-69e10bbb",0,12,0.00,8.4
"School Profiles (/schools/*)","/schools/madison-barber-stylist-school-llc-tyler-b81412fe",0,12,0.00,8.8
"School Profiles (/schools/*)","/schools/pearland-beauty-and-barber-college-llc-pearland-e7736827",0,12,0.00,19.8
"School Profiles (/schools/*)","/schools/pearlands-innovative-school-of-beauty-texas-city-15569803",0,12,0.00,22.1
"School Profiles (/schools/*)","/schools/ridges-barber-college-cypress-74c2e297",0,12,0.00,7.3
"School Profiles (/schools/*)","/schools/sharp-cuts-barber-and-beauty-college-killeen-e99b7d58",0,12,0.00,10.3
"School Profiles (/schools/*)","/schools/south-garland-high-school-garland-b195a1e8",0,12,0.00,12.3
"School Profiles (/schools/*)","/schools/tri-state-cosmetology-institute-el-paso-4a99727c",0,12,0.00,7.0
"School Profiles (/schools/*)","/schools/vip-kings-barber-college-fort-worth-64380ff1",0,12,0.00,9.5
"School Profiles (/schools/*)","/schools/7a3cb9b9-d6e2-4552-8fb6-07f005f6484c",3,11,27.27,5.5
"School Profiles (/schools/*)","/schools/avedaarts-sciencesinstitutecorpuschristi-corpus-christi-991d925b",2,11,18.18,19.7
"School Profiles (/schools/*)","/schools/aspire-school-of-cosmetology-alice-7efe6b23",1,11,9.09,6.3
"School Profiles (/schools/*)","/schools/five-star-elite-fades-barber-college-humble-6a595960",1,11,9.09,6.5
"School Profiles (/schools/*)","/schools/humble-high-school-humble-22cd0b45",1,11,9.09,8.0
"School Profiles (/schools/*)","/schools/south-post-oak-barber-college-houston-a830678e",1,11,9.09,7.0
"School Profiles (/schools/*)","/schools/717-barber-academy-llc-frisco-631082e5",0,11,0.00,11.7
"School Profiles (/schools/*)","/schools/aesthetic-artistry-laser-training-center-san-antonio-f085cfe6",0,11,0.00,10.7
"School Profiles (/schools/*)","/schools/alpha-omega-gymnastics-dance-pearland-pearland-c63a4d71",0,11,0.00,9.4
"School Profiles (/schools/*)","/schools/american-beauty-school-houston-10dad9da",0,11,0.00,10.5
"School Profiles (/schools/*)","/schools/barber-life-academy-houston-e237f770",0,11,0.00,8.5
"School Profiles (/schools/*)","/schools/c-a-barber-cosmetology-school-conroe-4ef65644",0,11,0.00,16.3
"School Profiles (/schools/*)","/schools/cypress-woods-high-school-cypress-bfeb848f",0,11,0.00,4.5
"School Profiles (/schools/*)","/schools/el-pipo-barber-college-el-paso-c447c33f",0,11,0.00,13.2
"School Profiles (/schools/*)","/schools/g-a-beauty-barber-school-mcallen-f3ed7bfd",0,11,0.00,13.4
"School Profiles (/schools/*)","/schools/house-of-elegance-cosmetology-school-corpus-christi-76bdc533",0,11,0.00,7.0
"School Profiles (/schools/*)","/schools/jack-yates-sr-high-school-houston-fc8a2477",0,11,0.00,8.7
"School Profiles (/schools/*)","/schools/legend-s-barber-college-lufkin-e3af681c",0,11,0.00,8.9
"School Profiles (/schools/*)","/schools/lucky-s-university-barber-college-llc-midlothian-44afa715",0,11,0.00,7.1
"School Profiles (/schools/*)","/schools/palo-alto-college-san-antonio-d0c41e97",0,11,0.00,7.7
"School Profiles (/schools/*)","/schools/pearland-barber-college-pearland-1c627bbe",0,11,0.00,9.4
"School Profiles (/schools/*)","/schools/quality-barber-college-the-woodlands-b674e638",0,11,0.00,7.6
"School Profiles (/schools/*)","/schools/renew-barber-carrollton-6ac25402",0,11,0.00,33.8
"School Profiles (/schools/*)","/schools/seminole-high-school-seminole-3f02114c",0,11,0.00,7.5
"School Profiles (/schools/*)","/schools/southern-careers-institute-brownsville-brownsville-96acd788",0,11,0.00,12.5
"School Profiles (/schools/*)","/schools/the-oc-at-forney-isd-forney-90afe193",0,11,0.00,8.7
"School Profiles (/schools/*)","/schools/trend-barber-college-houston-ee08fc3a",0,11,0.00,23.3
"School Profiles (/schools/*)","/schools/weatherford-high-school-weatherford-40211246",0,11,0.00,8.9
"School Profiles (/schools/*)","/schools/wink-studios-lash-academy-arlington-f041b027",0,11,0.00,6.5
"School Profiles (/schools/*)","/schools/harlingen-cisd-cosmetology-harlingen-cab348d4",1,10,10.00,8.8
"School Profiles (/schools/*)","/schools/iepb-professional-cosmetology-inc-mcallen-dd678763",1,10,10.00,6.7
"School Profiles (/schools/*)","/schools/mount-pleasant-high-school-mt-pleasant-4a46d5c2",1,10,10.00,6.8
"School Profiles (/schools/*)","/schools/san-elizario-high-school-san-elizario-1c23dce8",1,10,10.00,10.2
"School Profiles (/schools/*)","/schools/splendora-high-school-splendora-1eb81f16",1,10,10.00,6.8
"School Profiles (/schools/*)","/schools/3d-lash-brow-salon-academy-dallas-e2a43a78",0,10,0.00,7.9
"School Profiles (/schools/*)","/schools/allure-microblading-academy-sugar-land-80cbd84a",0,10,0.00,15.8
"School Profiles (/schools/*)","/schools/brighton-barber-institute-fort-worth-2daae29e",0,10,0.00,8.0
"School Profiles (/schools/*)","/schools/community-barber-school-the-woodlands-884b318e",0,10,0.00,8.3
"School Profiles (/schools/*)","/schools/dallas-blends-barber-academy-garland-garland-581e9c1a",0,10,0.00,9.5
"School Profiles (/schools/*)","/schools/east-texas-cosmetology-college-lufkin-3ca6d7de",0,10,0.00,8.9
"School Profiles (/schools/*)","/schools/franklin-beauty-institute-houston-997668fc",0,10,0.00,10.6
"School Profiles (/schools/*)","/schools/hill-college-main-campus-hillsboro-91c05a6c",0,10,0.00,9.1
"School Profiles (/schools/*)","/schools/houston-brows-beauty-school-llc-houston-139c136e",0,10,0.00,4.0
"School Profiles (/schools/*)","/schools/illumination-barber-school-the-woodlands-72f60862",0,10,0.00,11.0
"School Profiles (/schools/*)","/schools/kings-kuts-barber-hair-styling-school-garland-7a39e2d3",0,10,0.00,6.9
"School Profiles (/schools/*)","/schools/michael-s-barber-hairstylists-academy-fort-worth-f2f25ec9",0,10,0.00,8.5
"School Profiles (/schools/*)","/schools/modern-barber-beauty-institute-college-station-ecb1c017",0,10,0.00,8.2
"School Profiles (/schools/*)","/schools/precious-beauty-academy-pasadena-009b7dd8",0,10,0.00,7.4
"School Profiles (/schools/*)","/schools/texas-city-high-school-texas-city-9bd2209b",0,10,0.00,14.1
"School Profiles (/schools/*)","/schools/tyler-isd-career-and-technology-center-tyler-5fd0b6e2",0,10,0.00,19.5
"School Profiles (/schools/*)","/schools/ucas-univ-of-cosmetology-arts-sciences-san-antonio-95a8a953",0,10,0.00,30.1
"School Profiles (/schools/*)","/schools/waller-high-school-waller-f2441f15",0,10,0.00,10.6
"School Profiles (/schools/*)","/schools/tonsore-master-academy-san-antonio-35a8bcc0",2,9,22.22,6.4
"School Profiles (/schools/*)","/schools/alamo-city-barber-college-san-antonio-8f87baca",1,9,11.11,10.1
"School Profiles (/schools/*)","/schools/kms-school-of-cosmetology-barber-llc-san-juan-a479f22e",1,9,11.11,12.7
"School Profiles (/schools/*)","/schools/ratteree-cdc-irving-2b0b4340",1,9,11.11,5.9
"School Profiles (/schools/*)","/schools/ann-webb-skin-institute-austin-27e29f0c",0,9,0.00,12.9
"School Profiles (/schools/*)","/schools/arcenio-s-barber-academy-dallas-f7749308",0,9,0.00,4.7
"School Profiles (/schools/*)","/schools/art-of-barber-academy-the-woodlands-257cb8f9",0,9,0.00,15.1
"School Profiles (/schools/*)","/schools/bale-beauty-academy-6-corp-arlington-a37ea1de",0,9,0.00,9.6
"School Profiles (/schools/*)","/schools/bela-beauty-studio-academy-katy-c3f9d364",0,9,0.00,2.7
"School Profiles (/schools/*)","/schools/career-schools-of-texas-houston-d1c2da3c",0,9,0.00,9.0
"School Profiles (/schools/*)","/schools/clio-professionals-beauty-school-humble-3e2f184a",0,9,0.00,10.1
"School Profiles (/schools/*)","/schools/empire-academy-friona-523dae4d",0,9,0.00,6.4
"School Profiles (/schools/*)","/schools/houston-city-college-central-houston-0906fb73",0,9,0.00,6.1
"School Profiles (/schools/*)","/schools/institute-of-modern-aesthetics-llc-san-antonio-2ad5b23d",0,9,0.00,22.3
"School Profiles (/schools/*)","/schools/katy-esthetician-academy-katy-818039e6",0,9,0.00,8.8
"School Profiles (/schools/*)","/schools/la-marque-high-school-la-marque-ef800211",0,9,0.00,33.8
"School Profiles (/schools/*)","/schools/latinos-barber-school-llc-houston-9901d62d",0,9,0.00,8.1
"School Profiles (/schools/*)","/schools/mclennan-community-college-cosmetology-and-highlander-salon-spa-waco-4fc358d9",0,9,0.00,8.0
"School Profiles (/schools/*)","/schools/r-c-beauty-college-pflugerville-ace6c69d",0,9,0.00,6.8
"School Profiles (/schools/*)","/schools/sam-houston-high-school-arlington-ec4c0dec",0,9,0.00,10.0
"School Profiles (/schools/*)","/schools/taft-high-school-san-antonio-db146462",0,9,0.00,10.0
"School Profiles (/schools/*)","/schools/triumph-training-institute-inc-arlington-18d04aa7",0,9,0.00,5.8
"School Profiles (/schools/*)","/schools/veterans-memorial-high-school-corpus-christi-e5900b0e",0,9,0.00,11.9
"School Profiles (/schools/*)","/schools/vision-to-reality-beauty-academy-houston-3116f992",0,9,0.00,6.6
"School Profiles (/schools/*)","/schools/vogue-international-academy-katy-e322ad4a",0,9,0.00,8.2
"School Profiles (/schools/*)","/schools/west-mesquite-high-school-mesquite-47df6831",0,9,0.00,8.7
"School Profiles (/schools/*)","/schools/el-paso-beauty-and-barber-academy-el-paso-a8d55597",2,8,25.00,8.9
"School Profiles (/schools/*)","/schools/bay-area-barber-cosmetology-college-baytown-3d4e3dc6",1,8,12.50,9.3
"School Profiles (/schools/*)","/schools/african-braiding-hair-braiding-school-houston-38aa7593",0,8,0.00,7.4
"School Profiles (/schools/*)","/schools/asapp-barber-shop-fort-worth-fab7c17e",0,8,0.00,13.3
"School Profiles (/schools/*)","/schools/aveda-institute-san-antonio-san-antonio-9fb3eb1c",0,8,0.00,31.9
"School Profiles (/schools/*)","/schools/bay-city-high-school-bay-city-87af3924",0,8,0.00,8.3
"School Profiles (/schools/*)","/schools/clear-creek-isd-tx-31de7f67",0,8,0.00,29.8
"School Profiles (/schools/*)","/schools/duncanville-high-school-duncanville-c5cdf463",0,8,0.00,7.0
"School Profiles (/schools/*)","/schools/epic-barber-college-the-woodlands-6ca0abe1",0,8,0.00,8.4
"School Profiles (/schools/*)","/schools/gorman-isd-tx-b915f0e7",0,8,0.00,50.4
"School Profiles (/schools/*)","/schools/hamilton-high-school-cosmetology-hamilton-78e6feea",0,8,0.00,8.0
"School Profiles (/schools/*)","/schools/house-of-fades-barber-college-athens-b7b11566",0,8,0.00,7.0
"School Profiles (/schools/*)","/schools/houston-barber-school-houston-2f4e6a50",0,8,0.00,7.5
"School Profiles (/schools/*)","/schools/iliana-s-beauty-academy-grand-prairie-5e3e7980",0,8,0.00,5.5
"School Profiles (/schools/*)","/schools/j-harris-barber-academy-llc-houston-0f9c9261",0,8,0.00,6.0
"School Profiles (/schools/*)","/schools/kai-watson-artistry-sugar-land-c031ea81",0,8,0.00,14.8
"School Profiles (/schools/*)","/schools/lancaster-high-school-lancaster-1185ff9e",0,8,0.00,6.6
"School Profiles (/schools/*)","/schools/le-chic-beauty-academy-sugar-land-7bfb1218",0,8,0.00,16.6
"School Profiles (/schools/*)","/schools/liberty-eylau-high-school-texarkana-77f67b9a",0,8,0.00,11.8
"School Profiles (/schools/*)","/schools/lubbock-public-schools-lubbock-fd0dcee4",0,8,0.00,29.3
"School Profiles (/schools/*)","/schools/mannequin-beauty-school-the-woodlands-66997979",0,8,0.00,7.3
"School Profiles (/schools/*)","/schools/palestine-high-school-palestine-7ea27c0b",0,8,0.00,8.4
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-clear-lake-sugar-land-7c52326f",0,8,0.00,15.1
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-san-antonio-san-antonio-0d7c9a47",0,8,0.00,13.1
"School Profiles (/schools/*)","/schools/r-l-turner-high-school-carrollton-e91b556b",0,8,0.00,8.0
"School Profiles (/schools/*)","/schools/ridica-cosmetology-barber-school-llc-humble-099ec98b",0,8,0.00,7.6
"School Profiles (/schools/*)","/schools/ritzy-lash-university-irving-237c9eab",0,8,0.00,4.5
"School Profiles (/schools/*)","/schools/san-jacinto-jr-college-south-houston-e41d9984",0,8,0.00,10.3
"School Profiles (/schools/*)","/schools/socorro-high-school-el-paso-0bbfb2bc",0,8,0.00,11.9
"School Profiles (/schools/*)","/schools/universal-barbering-of-houston-houston-98d93d21",0,8,0.00,8.5
"School Profiles (/schools/*)","/schools/ur-beauty-barber-academy-pearland-681f95d3",0,8,0.00,10.1
"School Profiles (/schools/*)","/schools/war-esthetics-institute-san-antonio-cbede110",0,8,0.00,8.9
"School Profiles (/schools/*)","/schools/a-r-c-institute-beauty-and-barbering-pasadena-dd1fc25c",2,7,28.57,6.0
"School Profiles (/schools/*)","/schools/bf-beauty-academy-dallas-4137c42c",2,7,28.57,3.4
"School Profiles (/schools/*)","/schools/interstate-barber-school-wichita-falls-c6479cf5",2,7,28.57,3.9
"School Profiles (/schools/*)","/schools/brackenridge-high-school-san-antonio-fc520214",1,7,14.29,7.7
"School Profiles (/schools/*)","/schools/bridgeland-high-school-cypress-fc8dbf7d",1,7,14.29,5.9
"School Profiles (/schools/*)","/schools/the-hair-group-beauty-school-dallas-b2d106bc",1,7,14.29,22.4
"School Profiles (/schools/*)","/schools/the-lash-school-san-antonio-be60a948",1,7,14.29,8.9
"School Asset Pages (exam/license/tools)","/barber-cos-continuing-education",0,7,0.00,36.3
"School Profiles (/schools/*)","/schools/acab1d9b-e3ac-4a8b-8ac0-a914ba39e535",0,7,0.00,7.0
"School Profiles (/schools/*)","/schools/advanced-beauty-academy-houston-dd56427e",0,7,0.00,8.7
"School Profiles (/schools/*)","/schools/barber-beauty-university-llc-dallas-821fd3af",0,7,0.00,11.0
"School Profiles (/schools/*)","/schools/bellere-institute-inc-houston-2edf8f1e",0,7,0.00,12.6
"School Profiles (/schools/*)","/schools/blanco-s-flawless-barber-school-carrollton-62ce5e0d",0,7,0.00,15.0
"School Profiles (/schools/*)","/schools/bn-career-institute-houston-eea11e33",0,7,0.00,7.3
"School Profiles (/schools/*)","/schools/bonham-high-school-bonham-5478dd8c",0,7,0.00,8.9
"School Profiles (/schools/*)","/schools/ceo-of-aesthetics-med-spa-academy-pflugerville-b0560b72",0,7,0.00,7.0
"School Profiles (/schools/*)","/schools/d-crockett-sr-high-school-austin-43888ee6",0,7,0.00,6.4
"School Profiles (/schools/*)","/schools/dunbar-high-school-fort-worth-1cbfa9f4",0,7,0.00,6.9
"School Profiles (/schools/*)","/schools/e-l-robertson-international-beauty-and-business-institute-sugar-land-e52de7d1",0,7,0.00,15.7
"School Profiles (/schools/*)","/schools/east-view-high-school-georgetown-63c32e92",0,7,0.00,11.4
"School Profiles (/schools/*)","/schools/eastlake-high-school-el-paso-a59ec4c6",0,7,0.00,6.3
"School Profiles (/schools/*)","/schools/edcouch-elsa-career-and-tech-center-tx-5e3cb558",0,7,0.00,8.7
"School Profiles (/schools/*)","/schools/fort-stockton-high-school-fort-stockton-87c4f2e7",0,7,0.00,23.0
"School Profiles (/schools/*)","/schools/gloria-s-barber-college-san-antonio-1e3d2802",0,7,0.00,10.3
"School Profiles (/schools/*)","/schools/houston-city-college-south-houston-21588a9b",0,7,0.00,9.1
"School Profiles (/schools/*)","/schools/howard-county-junior-college-san-angelo-9c1649e4",0,7,0.00,8.7
"School Profiles (/schools/*)","/schools/king-jr-s-barber-school-nacogdoches-1e0c026d",0,7,0.00,7.6
"School Profiles (/schools/*)","/schools/kla-beauty-arlington-22b685be",0,7,0.00,5.9
"School Profiles (/schools/*)","/schools/latin-america-beauty-school-sugar-land-c44c487b",0,7,0.00,11.4
"School Profiles (/schools/*)","/schools/longview-high-school-longview-b8517cc7",0,7,0.00,12.1
"School Profiles (/schools/*)","/schools/magnolia-high-school-magnolia-aaccb1dd",0,7,0.00,7.4
"School Profiles (/schools/*)","/schools/manor-senior-high-school-manor-cf6359e6",0,7,0.00,7.1
"School Profiles (/schools/*)","/schools/milan-institute-amarillo-d240598f",0,7,0.00,8.4
"School Profiles (/schools/*)","/schools/modern-image-institute-barber-stylist-richardson-184ad563",0,7,0.00,20.6
"School Profiles (/schools/*)","/schools/mt-vernon-isd-tx-b1d0a949",0,7,0.00,27.3
"School Profiles (/schools/*)","/schools/new-image-beauty-and-barber-school-harlingen-0bf65d9d",0,7,0.00,19.1
"School Profiles (/schools/*)","/schools/pipo-academy-of-hair-design-el-paso-a186cf81",0,7,0.00,11.0
"School Profiles (/schools/*)","/schools/rio-grande-high-school-rio-grande-city-5ab711ea",0,7,0.00,6.9
"School Profiles (/schools/*)","/schools/school-of-pmu-pflugerville-1c4e133a",0,7,0.00,7.6
"School Profiles (/schools/*)","/schools/the-salon-at-the-james-reese-center-sugar-land-ea0f238a",0,7,0.00,7.0
"School Profiles (/schools/*)","/schools/tuloso-midway-high-school-tx-b1205837",0,7,0.00,9.0
"School Profiles (/schools/*)","/schools/velma-b-s-beauty-academy-dallas-27bed601",0,7,0.00,5.0
"School Profiles (/schools/*)","/schools/zms-the-academy-los-angeles-b96fa110",0,7,0.00,8.1
"School Asset Pages (exam/license/tools)","/texas-barber-exam-intelligence-prep",0,7,0.00,12.9
"School Profiles (/schools/*)","/schools/4four-beauty-school-dallas-5c3d85e8",1,6,16.67,4.0
"School Profiles (/schools/*)","/schools/abilene-high-school-abilene-a56dc1d4",1,6,16.67,16.3
"School Profiles (/schools/*)","/schools/b-c-beauty-academy-fort-worth-5f681530",1,6,16.67,10.3
"School Profiles (/schools/*)","/schools/conroe-voc-high-school-conroe-dbdb45a7",1,6,16.67,8.2
"School Profiles (/schools/*)","/schools/el-dorado-high-school-el-paso-32df06ac",1,6,16.67,6.8
"School Profiles (/schools/*)","/schools/frank-chisum-regional-tech-center-eagle-pass-f1b5e90d",1,6,16.67,3.5
"School Profiles (/schools/*)","/schools/from-ordinary-to-extraordinary-houston-954b3d1d",1,6,16.67,20.0
"School Profiles (/schools/*)","/schools/la-grange-high-school-la-grange-4c624a5f",1,6,16.67,7.7
"School Profiles (/schools/*)","/schools/a-c-jones-high-school-beeville-4b070134",0,6,0.00,7.7
"School Profiles (/schools/*)","/schools/ace-academy-llc-dallas-fb31c5c6",0,6,0.00,8.5
"School Profiles (/schools/*)","/schools/advanced-barber-college-hair-designs-inc-weslaco-73e7848f",0,6,0.00,9.0
"School Profiles (/schools/*)","/schools/buffalo-high-school-buffalo-4171ac72",0,6,0.00,7.2
"School Profiles (/schools/*)","/schools/center-for-career-and-tech-ed-frisco-f26e0a2c",0,6,0.00,13.3
"School Profiles (/schools/*)","/schools/college-station-medical-assistant-school-bryan-college-station-e509ddc8",0,6,0.00,7.3
"School Profiles (/schools/*)","/schools/cosmetology-academy-of-texarkana-texarkana-d0345144",0,6,0.00,17.8
"School Profiles (/schools/*)","/schools/cutz-above-barber-college-san-antonio-8b2526fd",0,6,0.00,5.7
"School Profiles (/schools/*)","/schools/desoto-high-school-desoto-6fd141f2",0,6,0.00,8.3
"School Profiles (/schools/*)","/schools/duvall-s-school-of-cosmetology-fort-worth-5d4331cf",0,6,0.00,12.8
"School Profiles (/schools/*)","/schools/enrichment-barber-college-san-antonio-d86c285b",0,6,0.00,6.0
"School Profiles (/schools/*)","/schools/houston-city-college-southeast-houston-ebfa631e",0,6,0.00,20.0
"School Profiles (/schools/*)","/schools/iheart-lash-studio-pearland-71674963",0,6,0.00,10.5
"School Profiles (/schools/*)","/schools/inspired-by-beauty-institute-el-paso-5d0bf533",0,6,0.00,8.3
"School Profiles (/schools/*)","/schools/karoli-professional-beauty-san-diego-d94873c9",0,6,0.00,7.7
"School Profiles (/schools/*)","/schools/kisd-career-center-cosmetology-killeen-4d7dacdb",0,6,0.00,6.7
"School Profiles (/schools/*)","/schools/lashing-out-ink-academy-houston-0dd288b2",0,6,0.00,9.8
"School Profiles (/schools/*)","/schools/lifestyle-lash-academy-tyler-9127e83b",0,6,0.00,9.7
"School Profiles (/schools/*)","/schools/lucianis-victoria-beauty-academy-irving-7cc8c16b",0,6,0.00,2.2
"School Profiles (/schools/*)","/schools/mc-allen-high-school-mcallen-7bb6af9c",0,6,0.00,7.0
"School Profiles (/schools/*)","/schools/nacogdoches-high-school-nacogdoches-95f04374",0,6,0.00,20.2
"School Profiles (/schools/*)","/schools/navasota-high-school-navasota-610b4480",0,6,0.00,10.0
"School Profiles (/schools/*)","/schools/north-side-high-school-fort-worth-986c6014",0,6,0.00,9.0
"School Profiles (/schools/*)","/schools/prestige-barber-college-midland-7d2fd0a4",0,6,0.00,7.5
"School Profiles (/schools/*)","/schools/royal-high-school-brookshire-5fddd654",0,6,0.00,31.0
"School Profiles (/schools/*)","/schools/sadie-cook-academy-cosmetology-school-sugar-land-f870d0a7",0,6,0.00,13.2
"School Profiles (/schools/*)","/schools/skyline-high-school-dallas-c82163ac",0,6,0.00,10.3
"School Profiles (/schools/*)","/schools/southwest-legacy-high-school-von-ormy-61b5ebfa",0,6,0.00,7.7
"School Profiles (/schools/*)","/schools/trendsetters-barber-and-beauty-college-san-antonio-f09d0551",0,6,0.00,9.3
"School Profiles (/schools/*)","/schools/ucas-univ-of-cosmetology-arts-sciences-la-joya-3e814543",0,6,0.00,12.5
"School Profiles (/schools/*)","/schools/ultimate-performance-training-pflugerville-ebcd8f0d",0,6,0.00,8.5
"School Asset Pages (exam/license/tools)","/texas-school-benchmarking",0,6,0.00,43.2
"School Profiles (/schools/*)","/schools/bryan-high-school-bryan-10401c69",1,5,20.00,10.8
"School Profiles (/schools/*)","/schools/lake-highlands-high-school-dallas-d099d527",1,5,20.00,5.8
"School Profiles (/schools/*)","/schools/montwood-high-school-el-paso-24238470",1,5,20.00,5.8
"School Profiles (/schools/*)","/schools/southern-careers-institute-corpus-christi-9e6ca96f",1,5,20.00,6.4
"School Profiles (/schools/*)","/schools/americas-high-school-el-paso-c1e64b3f",0,5,0.00,6.8
