bucket,path,clicks,impressions,ctr,position
"School Profiles (/schools/*)","/schools/db5f1c0f-4b81-48db-922a-4fe6bf582cad",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/denver-city-high-school-denver-city-7c20e8ff",0,1,0.00,5.0
"School Profiles (/schools/*)","/schools/diamond-beauty-college-los-angeles-106ceb96",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/donna-high-school-donna-884334b3",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/el-campo-high-school-el-campo-69fca315",0,1,0.00,3.0
"School Profiles (/schools/*)","/schools/enrichment-barber-college-san-antonio-9075a455",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/gonzales-high-school-gonzales-874431b7",0,1,0.00,5.0
"School Profiles (/schools/*)","/schools/greenville-high-school-greenville-2c3e6673",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/greenwood-high-school-midland-60bc806c",0,1,0.00,1.0
"School Profiles (/schools/*)","/schools/holmes-high-school-san-antonio-2598958f",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/image-academy-memorial-katy-37b58dad",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/institute-of-cosmetology-esthetics-massage-missouri-city-2eb26432",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/international-barber-college-2-garland-56fea59a",0,1,0.00,2.0
"School Profiles (/schools/*)","/schools/international-college-of-beauty-arts-and-sciences-los-angeles-d524d23e",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/jean-percy-school-of-barbering-llc-cypress-875c761c",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/jean-percy-school-of-barbering-llc-katy-603acdbc",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/kc-salon-kc-student-clinic-los-angeles-eef890c5",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/klein-tx-4e77fbc5",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/la-vida-laser-aesthetics-institute-houston-4ea7a3e8",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/lehman-high-school-kyle-083dd5fd",0,1,0.00,3.0
"School Profiles (/schools/*)","/schools/master-blends-barber-school-llc-little-elm-1a783c47",0,1,0.00,2.0
"School Profiles (/schools/*)","/schools/michael-s-barber-hairstylists-academy-irving-e3f9b39a",0,1,0.00,12.0
"School Profiles (/schools/*)","/schools/palmview-high-school-palmview-8a290b32",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/palomar-institute-of-cosmetology-san-diego-e5850247",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/pardon-my-license-pearland-c4c6128b",0,1,0.00,12.0
"School Profiles (/schools/*)","/schools/paul-mitchell-the-school-pasadena-los-angeles-c73d4e12",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/pecos-barstow-toyah-isd-tx-0a2fef65",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/razors-school-of-barber-design-montgomery-5c7def97",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/rgccisd-grulla-high-school-rio-grande-city-1024bd83",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/rice-high-school-rice-66e0f2e2",0,1,0.00,3.0
"School Profiles (/schools/*)","/schools/rio-grande-city-cisd-grulla-tx-bc6b3843",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/rzj-plano-c454da3c",0,1,0.00,9.0
"School Profiles (/schools/*)","/schools/south-plains-college-plainview-2505dff6",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/south-post-oak-barber-college-the-woodlands-5e53994d",0,1,0.00,13.0
"School Profiles (/schools/*)","/schools/southern-california-college-of-barber-and-beauty-san-diego-970ca353",0,1,0.00,11.0
"School Profiles (/schools/*)","/schools/southern-careers-institute-bryan-63ebae03",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/sponsored-amarillo-4505bfd4",0,1,0.00,18.0
"School Profiles (/schools/*)","/schools/texas-college-of-cosmetology-lubbock-e12e4c93",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/the-blessings-medical-aesthetics-llc-cypress-21922dd6",0,1,0.00,4.0
"School Profiles (/schools/*)","/schools/the-hook-up-barber-university-mission-a8d654cb",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/the-institute-of-beauty-konnections-houston-d1619f15",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/toni-and-guy-hairdressing-academ-houston-houston-8f64b902",0,1,0.00,54.0
"School Profiles (/schools/*)","/schools/top-secret-beauty-spa-academy-houston-236278bd",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/trein-club-fort-bend-brazilian-jiu-jitsu-sugar-land-ab1e5d4d",0,1,0.00,10.0
"School Profiles (/schools/*)","/schools/trucco-beauty-institute-el-paso-3a9c2cbd",0,1,0.00,6.0
"School Profiles (/schools/*)","/schools/urban-barber-college-modesto-modesto-af405c1d",0,1,0.00,8.0
"School Profiles (/schools/*)","/schools/urban-barber-college-san-jose-1a71115e",0,1,0.00,7.0
"School Profiles (/schools/*)","/schools/wow-lash-brow-academy-spring-ea0d3415",0,1,0.00,7.0
"School Asset Pages (exam/license/tools)","/texas-cosmetology-exam-intelligence-prep",0,1,0.00,11.0
