license_type,match_confidence,school_type,source_school_name,source_city,pass_count,fail_count,test_takers,pass_rate,program_path
"barber","exact","barber","FERNANDEZ BARBER COLLEGE","FRESNO",2,9,11,0.1818,school
"barber","unmatched","","FREDRICK & CHARLES BEAUTY COLLEGE","EUREKA",2,0,2,1,school
"barber","exact","cosmetology","GET FADED BARBER AND BEAUTY COLLEGE","BAKERSFIELD",2,4,6,0.3333,school
"barber","unmatched","","HACIENDA LA PUENTE ADULT EDUCATION, COSM","LA PUENTE",3,1,4,0.75,school
"barber","unmatched","","HINTON BARBER AND BEAUTY COLLEGE","VALLEJO",1,1,2,0.5,school
"barber","fuzzy","cosmetology","INSPIRE ACADEMY OF BARBERING AND COSMETO","STOCKTON",1,0,1,1,school
"barber","unmatched","","INSTITUTE OF BEAUTY CULTURE","SANTA MARIA",1,0,1,1,school
"barber","unmatched","","INTERNATIONAL ACADEMY OF COSMETOLOGY","ALHAMBRA",1,0,1,1,school
"barber","unmatched","","INTERNATIONAL ACADEMY OF COSMETOLOGY","SOUTH GATE",4,6,10,0.4,school
"barber","unmatched","","INTERNATIONAL SCHOOL OF BEAUTY","PALM DESERT",2,0,2,1,school
"barber","unmatched","","IVY LEAGUE BARBER ACADEMY","LAKE ELSINORE",3,0,3,1,school
"barber","unmatched","","IVY LEAGUE BARBER ACADEMY","SAN MARCOS",3,2,5,0.6,school
"barber","unmatched","","JA SCHOOL OF HAIRDRESSING","CORONA",0,1,1,0,school
"barber","unmatched","","JAMA'S BEAUTY & BARBER COLLEGE","WEST HILLS",1,0,1,1,school
"barber","exact","cosmetology","JASMINE BEAUTY SCHOOL","SAN DIEGO",2,1,3,0.6667,school
"barber","unmatched","","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","LONG BEACH",1,1,2,0.5,school
"barber","unmatched","","KATIE SKILLS CENTER","OAKLAND",0,1,1,0,school
"barber","unmatched","","KZ ACADEMY","MILPITAS",2,1,3,0.6667,school
"barber","unmatched","","LANCASTER BEAUTY SCHOOL","LANCASTER",2,3,5,0.4,school
"barber","unmatched","","LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY","HANFORD",2,0,2,1,school
"barber","unmatched","","LEARNING INSTITUTE OF SOUTHERN CALIFORNI","EL CENTRO",3,1,4,0.75,school
"barber","fuzzy","barber","LETTY'S BARBERING AND COSMETOLOGY COLLEG","LOS ANGELES",3,4,7,0.4286,school
"barber","exact","cosmetology","LOS ANGELES COLLEGE OF AESTHETICS","LOS ANGELES",4,2,6,0.6667,school
"barber","unmatched","","LOS ANGELES TRADE TECHNICAL COLLEGE","LOS ANGELES",8,1,9,0.8889,school
"barber","unmatched","","LU ROSS ACADEMY","VENTURA",7,2,9,0.7778,school
"barber","unmatched","","MASTER ACADEMY","LONG BEACH",3,4,7,0.4286,school
"barber","unmatched","","MASTER ACADEMY","NORWALK",7,1,8,0.875,school
"barber","unmatched","","MASTER BARBERING ACADEMY","LONG BEACH",1,0,1,1,school
"barber","unmatched","","MILAN INSTITUTE","BAKERSFIELD",1,2,3,0.3333,school
"barber","unmatched","","MILAN INSTITUTE","CLOVIS",8,3,11,0.7273,school
"barber","unmatched","","MILAN INSTITUTE","MERCED",2,4,6,0.3333,school
"barber","unmatched","","MILAN INSTITUTE","PALM DESERT",3,2,5,0.6,school
"barber","unmatched","","MILAN INSTITUTE","VISALIA",5,4,9,0.5556,school
"barber","unmatched","","MILAN INSTITUTE OF COSMETOLOGY","VACAVILLE",3,2,5,0.6,school
"barber","exact","cosmetology","MIXED INSTITUTE OF COSMETOLOGY & BARBER","SACRAMENTO",12,1,13,0.9231,school
"barber","unmatched","","MJ BARBER & BEAUTY ACADEMY","HEMET",6,4,10,0.6,school
"barber","unmatched","","MJ BARBER & BEAUTY ACADEMY","LA QUINTA",1,3,4,0.25,school
"barber","exact","cosmetology","MODERN BEAUTY ACADEMY","OXNARD",2,5,7,0.2857,school
"barber","unmatched","","MOLER BARBER COLLEGE","HAYWARD",4,5,9,0.4444,school
"barber","exact","barber","MOLER BARBER COLLEGE","OAKLAND",2,1,3,0.6667,school
"barber","unmatched","","MOLER BARBER COLLEGE","SAN PABLO",0,1,1,0,school
"barber","unmatched","","MY BEAUTY & BARBER COLLEGE","SACRAMENTO",1,0,1,1,school
"barber","exact","cosmetology","MY-LE'S BEAUTY COLLEGE","SACRAMENTO",0,1,1,0,school
"barber","unmatched","","NEWBERRY SCHOOL OF BEAUTY","GRANADA HILLS",8,2,10,0.8,school
"barber","unmatched","","NORTH ADRIAN'S COLLEGE OF BEAUTY","MODESTO",0,1,1,0,school
"barber","exact","barber","OAKLAND BARBER ACADEMY","OAKLAND",1,0,1,1,school
"barber","unmatched","","PAUL MITCHELL THE SCHOOL COSTA MESA","COSTA MESA",2,2,4,0.5,school
"barber","unmatched","","PAUL MITCHELL THE SCHOOL EAST BAY","PLEASANT HILL",2,0,2,1,school
"barber","exact","cosmetology","PAUL MITCHELL THE SCHOOL FRESNO","FRESNO",3,3,6,0.5,school
"barber","exact","cosmetology","PAUL MITCHELL THE SCHOOL MODESTO","MODESTO",1,1,2,0.5,school
"barber","unmatched","","PAUL MITCHELL THE SCHOOL PASADENA","PASADENA",5,2,7,0.7143,school
"barber","exact","cosmetology","PAUL MITCHELL THE SCHOOL SACRAMENTO","SACRAMENTO",8,3,11,0.7273,school
"barber","exact","cosmetology","PAUL MITCHELL THE SCHOOL SAN DIEGO","SAN DIEGO",3,2,5,0.6,school
"barber","unmatched","","PAUL MITCHELL THE SCHOOL SHERMAN OAKS","SHERMAN OAKS",6,2,8,0.75,school
"barber","unmatched","","PAUL MITCHELL THE SCHOOL TEMECULA","TEMECULA",2,3,5,0.4,school
"barber","unmatched","","POMONA UNIFIED SCHOOL DISTRICT, COSMETOL","POMONA",4,1,5,0.8,school
"barber","unmatched","","PRECISE BARBER COLLEGE","LOS ANGELES",1,0,1,1,school
"barber","unmatched","","PRISTINE BARBER ACADEMY","SANTA MARIA",4,5,9,0.4444,school
"barber","unmatched","","PRO BARBER COLLEGE","TORRANCE",5,6,11,0.4545,school
"barber","unmatched","","PRO BARBER COLLEGE","WESTMINSTER",3,3,6,0.5,school
"barber","unmatched","","RICHARD N. SLAWSON SOUTHEAST OCCUPATIONA","BELL",1,0,1,1,school
"barber","unmatched","","RIGGINS URBAN BARBER AND BEAUTY COLLEGE","SAN DIEGO",4,2,6,0.6667,school
"barber","unmatched","","ROSSTON SCHOOL OF HAIR DESIGN","ONTARIO",7,5,12,0.5833,school
"barber","unmatched","","SABA BEAUTY SCHOOL","LAKE FOREST",2,0,2,1,school
"barber","unmatched","","SADDLEBACK BEAUTY ACADEMY","LAGUNA HILLS",2,0,2,1,school
"barber","exact","cosmetology","SALON SUCCESS ACADEMY","RIVERSIDE",5,2,7,0.7143,school
"barber","unmatched","","SALON SUCCESS ACADEMY","UPLAND",1,0,1,1,school
"barber","unmatched","","SAN BERNARDINO BEAUTY COLLEGE","SAN BERNARDINO",2,0,2,1,school
"barber","unmatched","","SAN FRANCISCO INSTITUTE OF ESTHETICS & C","SAN FRANCISCO",1,0,1,1,school
"barber","unmatched","","SAN LUIS OBISPO BEAUTY COLLEGE","SAN LUIS OBISPO",1,0,1,1,school
"barber","unmatched","","SANTA ANA BEAUTY ACADEMY","SANTA ANA",1,0,1,1,school
"barber","unmatched","","SANTA ANA BEAUTY COLLEGE","SANTA ANA",1,3,4,0.25,school
"barber","unmatched","","SANTA MONICA COMMUNITY COLLEGE","SANTA MONICA",1,0,1,1,school
"barber","unmatched","","SANTA ROSA BARBER COLLEGE","SANTA ROSA",6,4,10,0.6,school
"barber","unmatched","","SHASTA SCHOOL OF COSMETOLOGY","REDDING",1,2,3,0.3333,school
"barber","unmatched","","SIERRA COLLEGE OF BEAUTY","MERCED",1,1,2,0.5,school
"barber","unmatched","","SIERRA COLLEGE OF BEAUTY","MERCED",2,4,6,0.3333,school
"barber","unmatched","","SIMI INSTITUTE OF COSMETOLOGY","SIMI VALLEY",3,0,3,1,school
"barber","unmatched","","SIMPLY DIVINE ACADEMY","MONROVIA",2,0,2,1,school
"barber","unmatched","","SIMPLY DIVINE ACADEMY","YUBA CITY",2,0,2,1,school
"barber","unmatched","","SOUTH BAY BARBER INSTITUTE","GILROY",12,6,18,0.6667,school
"barber","unmatched","","SOUTHERN CALIFORNIA COLLEGE OF BARBER AN","ESCONDIDO",1,0,1,1,school
"barber","unmatched","","STAY FRESH BARBER ACADEMY","ESCONDIDO",3,2,5,0.6,school
"barber","unmatched","","STRAIGHT PERM BEAUTY SCHOOL.COM","LOS ANGELES",5,2,7,0.7143,school
"barber","unmatched","","TOPLINE BEAUTY COLLEGE","SANTA ANA",1,0,1,1,school
"barber","unmatched","","URBAN BARBER COLLEGE","CONCORD",11,4,15,0.7333,school
"barber","exact","barber","URBAN BARBER COLLEGE","SAN JOSE",2,3,5,0.4,school
"barber","exact","barber","URBAN BARBER COLLEGE - MODESTO","MODESTO",2,1,3,0.6667,school
"barber","unmatched","","VICTOR VALLEY COLLEGE","VICTORVILLE",2,0,2,1,school
"barber","exact","cosmetology","WAYNE'S COLLEGE OF BEAUTY","SALINAS",2,2,4,0.5,school
"barber","unmatched","","WEST COAST BARBER COLLEGE","OCEANSIDE",6,1,7,0.8571,school
"barber","unmatched","","WEST VALLEY OCCUPATIONAL CENTER","WOODLAND HILLS",5,0,5,1,school
"barber","unmatched","","WESTERN BARBER INSTITUTE","RESEDA",15,3,18,0.8333,school
"barber","exact","cosmetology","ZMS THE ACADEMY","LOS ANGELES",6,3,9,0.6667,school
"barber","exact","cosmetology","AAA BEAUTY COLLEGE","SAN DIEGO",10,3,13,0.7692,school
"barber","unmatched","","ABC ADULT SCHOOL","CERRITOS",3,1,4,0.75,school
"barber","unmatched","","ACADEMY FOR SALON PROFESSIONALS","NORTHRIDGE",4,2,6,0.6667,school
"barber","unmatched","","ACADEMY OF BEAUTY","CULVER CITY",0,2,2,0,school
"barber","unmatched","","ADRIAN'S BEAUTY COLLEGE OF TURLOCK","TURLOCK",1,0,1,1,school
"barber","unmatched","","ADVANCE BEAUTY COLLEGE","GARDEN GROVE",15,9,24,0.625,school
"barber","unmatched","","ADVANCE BEAUTY TECHS ACADEMY","CORONA",2,2,4,0.5,school
"barber","unmatched","","ALVA BEAUTY COLLECTIVE","LEMON GROVE",7,1,8,0.875,school
